Date/Time,Open,High,Low,Difference %
2025.03.11,147.252,148.118,146.538,1.07
2025.03.10,147.908,147.946,146.628,0.89
2025.03.07,147.970,148.198,146.944,0.85
2025.03.06,148.874,149.331,147.308,1.36
2025.03.05,149.644,150.182,148.392,1.20
2025.03.04,149.487,149.873,148.096,1.19
2025.03.03,150.644,151.301,149.097,1.46
2025.02.28,149.801,150.987,149.098,1.26
2025.02.27,149.045,150.161,148.742,0.95
2025.02.26,149.023,149.884,148.618,0.85
2025.02.25,149.709,150.298,148.562,1.16
2025.02.24,149.175,149.871,148.841,0.69
2025.02.21,149.633,150.732,148.922,1.21
2025.02.20,151.455,151.455,149.397,1.36
2025.02.19,152.049,152.306,151.243,0.70
2025.02.18,151.485,152.219,151.230,0.65
2025.02.17,152.200,152.391,151.336,0.69
2025.02.14,152.775,153.151,152.023,0.74
2025.02.13,154.384,154.664,152.698,1.27
2025.02.12,152.354,154.801,152.353,1.61
2025.02.11,151.984,152.603,151.647,0.63
2025.02.10,151.198,152.536,151.156,0.91
2025.02.07,151.322,152.421,150.927,0.99
2025.02.06,152.592,152.897,151.235,1.09
2025.02.05,154.325,154.458,152.109,1.52
2025.02.04,154.677,155.521,154.171,0.87
2025.02.03,154.771,155.882,154.004,1.21
2025.01.31,154.276,155.217,153.910,0.85
2025.01.30,155.183,155.233,153.788,0.93
2025.01.29,155.490,155.787,154.937,0.55
2025.01.28,154.490,155.976,154.442,0.99
2025.01.27,155.675,156.244,153.710,1.63
2025.01.24,156.020,156.575,154.837,1.11
2025.01.23,156.410,156.751,155.742,0.65
2025.01.22,155.397,156.706,155.350,0.87
2025.01.21,155.449,156.232,154.772,0.94
2025.01.20,156.187,156.580,155.415,0.75
2025.01.17,155.125,156.372,154.977,0.90
2025.01.16,156.421,156.528,155.096,0.92
2025.01.15,157.900,158.082,155.935,1.36
2025.01.14,157.458,158.195,157.032,0.74
2025.01.13,157.596,157.964,156.910,0.67
2025.01.10,158.040,158.877,157.222,1.05
2025.01.09,158.326,158.393,157.574,0.52
2025.01.08,158.010,158.550,157.898,0.41
2025.01.07,157.514,158.423,157.362,0.67
2025.01.06,157.180,157.959,156.240,1.09
2025.01.03,157.438,157.561,156.870,0.44
2025.01.02,157.151,157.849,156.435,0.90
2024.12.31,156.807,157.546,156.020,0.97
2024.12.30,157.679,158.071,156.669,0.89
2024.12.27,157.931,157.948,157.350,0.38
2024.12.26,157.176,158.083,157.069,0.65
2024.12.25,156.998,157.346,156.929,0.27
2024.12.24,157.038,157.393,156.887,0.32
2024.12.23,156.249,157.266,156.238,0.66
2024.12.20,157.415,157.924,155.951,1.25
2024.12.19,154.741,157.804,154.433,2.18
2024.12.18,153.271,154.864,153.271,1.04
2024.12.17,154.072,154.342,153.159,0.77
2024.12.16,153.573,154.476,153.322,0.75
2024.12.13,152.603,153.798,152.452,0.88
2024.12.12,152.412,152.771,151.798,0.64
2024.12.11,151.920,152.856,151.004,1.22
2024.12.10,151.130,152.180,150.894,0.85
2024.12.09,149.864,151.347,149.689,1.11
2024.12.06,150.012,150.698,149.360,0.89
2024.12.05,150.525,150.774,149.654,0.74
2024.12.04,149.571,151.228,149.520,1.14
2024.12.03,149.573,150.234,148.646,1.06
2024.12.02,149.514,150.747,149.077,1.12
2024.11.29,151.517,151.540,149.464,1.37
2024.11.28,151.056,151.948,150.855,0.72
2024.11.27,153.042,153.230,150.453,1.81
2024.11.26,154.182,154.485,152.987,0.97
2024.11.25,154.117,154.722,153.548,0.76
2024.11.22,154.520,155.022,153.963,0.69
2024.11.21,155.288,155.395,153.905,0.96
2024.11.20,154.647,155.886,154.525,0.88
2024.11.19,154.645,154.797,153.279,0.98
2024.11.18,154.349,155.356,153.838,0.98
2024.11.15,156.238,156.746,153.858,1.85
2024.11.14,155.424,156.415,155.259,0.74
2024.11.13,154.593,155.622,154.338,0.83
2024.11.12,153.701,154.923,153.403,0.99
2024.11.11,152.631,153.952,152.602,0.88
2024.11.08,152.918,153.366,152.139,0.80
2024.11.07,154.613,154.708,152.689,1.31
2024.11.06,151.609,154.697,151.283,2.25
2024.11.05,152.121,152.543,151.334,0.79
2024.11.04,152.260,152.551,151.531,0.67
2024.11.01,152.019,153.093,151.788,0.86
2024.10.31,153.398,153.611,151.833,1.16
2024.10.30,153.344,153.490,152.778,0.46
2024.10.29,153.271,153.865,152.754,0.72
2024.10.28,153.176,153.879,152.407,0.96
2024.10.25,151.798,152.378,151.452,0.61
2024.10.24,152.744,152.827,151.552,0.83
2024.10.23,151.063,153.185,150.953,1.48
2024.10.22,150.829,151.194,150.494,0.46
2024.10.21,149.439,150.884,149.086,1.20
2024.10.18,150.199,150.284,149.363,0.61
2024.10.17,149.619,150.321,149.240,0.72
2024.10.16,149.185,149.805,148.861,0.63
2024.10.15,149.746,149.837,148.848,0.66
2024.10.14,149.029,149.981,148.987,0.67
2024.10.11,148.555,149.282,148.401,0.59
2024.10.10,149.284,149.565,148.226,0.90
2024.10.09,148.179,149.365,148.010,0.91
2024.10.08,148.168,148.382,147.343,0.70
2024.10.07,148.653,149.125,147.830,0.87
2024.10.04,146.915,149.004,145.918,2.10
2024.10.03,146.447,147.239,146.282,0.65
2024.10.02,143.538,146.516,143.421,2.16
2024.10.01,143.615,144.529,142.969,1.09
2024.09.30,142.129,143.915,141.642,1.60
2024.09.27,144.775,146.491,142.066,3.06
2024.09.26,144.739,145.212,144.109,0.76
2024.09.25,143.207,144.841,142.887,1.36
2024.09.24,143.592,144.679,143.111,1.09
2024.09.23,143.754,144.459,143.162,0.90
2024.09.20,142.605,144.495,141.736,1.93
2024.09.19,142.261,143.944,141.876,1.45
2024.09.18,142.390,142.711,140.435,1.60
2024.09.17,140.593,142.464,140.320,1.52
2024.09.16,140.704,140.912,139.576,0.95
2024.09.13,141.791,141.874,140.281,1.12
2024.09.12,142.337,143.044,141.722,0.93
2024.09.11,142.401,142.546,140.707,1.29
2024.09.10,143.147,143.708,142.192,1.06
2024.09.09,142.172,143.795,141.948,1.30
2024.09.06,143.422,144.041,141.762,1.59
2024.09.05,143.721,144.228,142.847,0.96
2024.09.04,145.446,145.556,143.708,1.27
2024.09.03,146.852,147.207,145.097,1.44
2024.09.02,145.971,147.172,145.773,0.96
2024.08.30,144.942,146.246,144.653,1.10
2024.08.29,144.573,145.553,144.218,0.92
2024.08.28,143.926,145.036,143.679,0.94
2024.08.27,144.508,145.175,143.916,0.87
2024.08.26,144.227,144.652,143.444,0.84
2024.08.23,146.257,146.481,144.047,1.66
2024.08.22,145.224,146.525,144.843,1.16
2024.08.21,145.235,146.889,144.450,1.68
2024.08.20,146.576,147.345,145.198,1.46
2024.08.19,147.555,148.051,145.182,1.94
2024.08.16,149.267,149.330,147.569,1.18
2024.08.15,147.308,149.396,147.053,1.59
2024.08.14,146.812,147.578,146.068,1.03
2024.08.13,147.176,147.945,146.596,0.92
2024.08.12,146.484,148.222,146.468,1.20
2024.08.09,147.174,147.813,146.267,1.05
2024.08.08,146.653,147.542,145.426,1.44
2024.08.07,144.296,147.897,144.153,2.59
2024.08.06,144.129,146.365,143.619,1.91
2024.08.05,146.441,146.563,141.676,3.34
2024.08.02,149.355,149.772,146.417,2.25
2024.08.01,149.941,150.890,148.508,1.59
2024.07.31,152.698,153.894,149.606,2.81
2024.07.30,154.010,155.213,152.645,1.67
2024.07.29,153.652,154.351,153.014,0.87
2024.07.26,153.907,154.737,153.096,1.07
2024.07.25,153.848,154.318,151.941,1.55
2024.07.24,155.552,155.990,153.105,1.85
2024.07.23,157.001,157.101,155.546,0.99
2024.07.22,157.423,157.610,156.284,0.84
2024.07.19,157.356,157.862,156.952,0.58
2024.07.18,156.169,157.397,155.370,1.30
2024.07.17,158.307,158.624,156.059,1.62
2024.07.16,157.989,158.854,157.952,0.57
2024.07.15,158.068,158.419,157.163,0.79
2024.07.12,158.808,159.445,157.359,1.31
2024.07.11,161.664,161.758,157.409,2.69
2024.07.10,161.276,161.804,161.244,0.35
2024.07.09,160.796,161.515,160.728,0.49
2024.07.08,160.721,161.117,160.260,0.53
2024.07.05,161.225,161.395,160.330,0.66
2024.07.04,161.647,161.673,160.946,0.45
2024.07.03,161.411,161.949,160.768,0.73
2024.07.02,161.421,161.742,161.266,0.29
2024.07.01,160.811,161.728,160.683,0.65
2024.06.28,160.724,161.282,160.261,0.64
2024.06.27,160.789,160.822,160.280,0.34
2024.06.26,159.652,160.865,159.607,0.79
2024.06.25,159.516,159.756,159.186,0.36
2024.06.24,159.751,159.927,158.740,0.74
2024.06.21,158.893,159.835,158.669,0.73
2024.06.20,158.071,158.934,157.773,0.73
2024.06.19,157.834,158.131,157.602,0.34
2024.06.18,157.708,158.229,157.515,0.45
2024.06.17,157.253,157.959,157.155,0.51
2024.06.14,156.972,158.255,156.795,0.93
2024.06.13,156.680,157.311,156.552,0.48
2024.06.12,157.077,157.370,155.716,1.05
2024.06.11,157.001,157.402,156.803,0.38
2024.06.10,156.717,157.193,156.564,0.40
2024.06.07,155.580,157.076,155.119,1.26
2024.06.06,156.079,156.445,155.354,0.70
2024.06.05,154.852,156.485,154.769,1.11
2024.06.04,156.038,156.484,154.548,1.24
2024.06.03,157.124,157.470,155.948,0.97
2024.05.31,156.778,157.364,156.557,0.51
2024.05.30,157.607,157.667,156.370,0.82
2024.05.29,157.138,157.707,156.894,0.52
2024.05.28,156.830,157.198,156.579,0.39
2024.05.27,156.806,156.956,156.661,0.19
2024.05.24,156.879,157.145,156.820,0.21
2024.05.23,156.769,157.194,156.528,0.42
2024.05.22,156.147,156.840,156.070,0.49
2024.05.21,156.234,156.545,155.841,0.45
2024.05.20,155.534,156.301,155.493,0.52
2024.05.17,155.363,155.977,155.247,0.47
