Date/Time,Open,High,Low,Difference %
2025.08.18,3337.86,3358.38,3323.54,1.04
2025.08.15,3337.00,3348.79,3332.23,0.50
2025.08.14,3357.14,3374.71,3329.89,1.34
2025.08.13,3349.37,3370.80,3342.73,0.84
2025.08.12,3343.12,3359.17,3331.15,0.84
2025.08.11,3399.52,3405.21,3341.19,1.88
2025.08.08,3405.01,3409.48,3379.20,0.89
2025.08.07,3370.37,3402.06,3365.39,1.09
2025.08.06,3381.02,3385.38,3358.26,0.80
2025.08.05,3374.32,3390.48,3349.98,1.20
2025.08.04,3366.16,3385.50,3345.05,1.20
2025.08.01,3290.42,3363.30,3281.63,2.48
2025.07.31,3275.77,3314.82,3273.84,1.25
2025.07.30,3326.83,3334.01,3268.10,1.98
2025.07.29,3314.49,3334.16,3308.04,0.79
2025.07.28,3321.51,3345.34,3301.77,1.31
2025.07.25,3368.16,3373.52,3325.04,1.44
2025.07.24,3389.54,3393.41,3351.45,1.24
2025.07.23,3432.75,3438.82,3381.63,1.67
2025.07.22,3397.71,3433.50,3383.37,1.48
2025.07.21,3349.17,3401.53,3345.02,1.69
2025.07.18,3340.76,3361.23,3331.80,0.88
2025.07.17,3349.14,3352.23,3309.81,1.27
2025.07.16,3324.33,3377.53,3319.72,1.74
2025.07.15,3344.40,3366.42,3320.22,1.38
2025.07.14,3363.09,3374.91,3341.08,1.01
2025.07.11,3324.37,3368.78,3321.90,1.41
2025.07.10,3314.61,3330.34,3310.16,0.61
2025.07.09,3302.44,3316.89,3282.68,1.04
2025.07.08,3339.19,3345.88,3286.67,1.77
2025.07.07,3335.95,3342.76,3296.50,1.39
2025.07.04,3325.65,3345.12,3323.64,0.65
2025.07.03,3358.49,3365.74,3311.67,1.61
2025.07.02,3339.08,3360.04,3327.62,0.97
2025.07.01,3303.57,3358.04,3302.43,1.68
2025.06.30,3275.88,3309.50,3247.54,1.89
2025.06.27,3327.61,3327.96,3255.84,2.17
2025.06.26,3334.72,3350.27,3309.94,1.21
2025.06.25,3324.25,3337.18,3311.92,0.76
2025.06.24,3368.34,3369.94,3295.46,2.21
2025.06.23,3391.64,3396.70,3347.10,1.46
2025.06.20,3370.09,3374.48,3340.41,1.01
2025.06.19,3370.00,3387.98,3347.69,1.20
2025.06.18,3391.93,3400.03,3362.58,1.10
2025.06.17,3386.02,3403.33,3366.18,1.10
2025.06.16,3433.88,3451.19,3382.76,1.99
2025.06.13,3385.62,3446.75,3379.73,1.98
2025.06.12,3356.72,3398.97,3338.63,1.80
2025.06.11,3321.66,3360.70,3315.53,1.36
2025.06.10,3325.83,3349.20,3301.94,1.42
2025.06.09,3315.34,3338.25,3293.60,1.35
2025.06.06,3354.66,3375.60,3307.16,2.04
2025.06.05,3373.83,3403.53,3339.58,1.90
2025.06.04,3354.69,3384.71,3343.86,1.22
2025.06.03,3382.66,3392.17,3333.08,1.75
2025.06.02,3298.53,3382.78,3295.92,2.63
2025.05.30,3318.41,3322.70,3271.52,1.54
2025.05.29,3288.09,3331.23,3245.53,2.61
2025.05.28,3301.13,3325.50,3276.76,1.48
2025.05.27,3343.13,3350.00,3285.38,1.93
2025.05.26,3353.32,3356.81,3323.70,0.99
2025.05.23,3294.38,3365.95,3287.13,2.39
2025.05.22,3316.27,3345.43,3279.20,2.00
2025.05.21,3290.48,3324.86,3285.51,1.20
2025.05.20,3230.71,3295.68,3204.84,2.81
2025.05.19,3218.63,3249.79,3206.42,1.35
2025.05.16,3239.13,3252.23,3154.30,3.02
2025.05.15,3179.31,3240.50,3120.57,3.77
2025.05.14,3250.14,3257.10,3168.06,2.74
2025.05.13,3238.83,3265.52,3215.90,1.53
2025.05.12,3287.46,3299.73,3207.85,2.79
2025.05.09,3308.18,3347.52,3274.79,2.20
2025.05.08,3365.09,3414.79,3288.75,3.75
2025.05.07,3432.17,3434.75,3360.26,2.17
2025.05.06,3336.11,3434.74,3323.49,3.33
2025.05.05,3241.03,3337.64,3237.44,3.09
2025.05.02,3240.42,3269.27,3222.51,1.44
2025.05.01,3289.30,3290.21,3202.04,2.68
2025.04.30,3313.71,3328.12,3266.98,1.85
2025.04.29,3344.76,3348.67,3299.66,1.47
2025.04.28,3326.09,3353.06,3267.99,2.56
2025.04.25,3351.21,3370.75,3265.08,3.15
2025.04.24,3289.07,3367.50,3288.83,2.39
2025.04.23,3338.94,3386.68,3260.33,3.78
2025.04.22,3425.38,3500.12,3366.88,3.89
2025.04.21,3333.05,3430.57,3329.03,3.05
2025.04.17,3343.40,3357.74,3283.73,2.21
2025.04.16,3230.88,3342.94,3229.84,3.50
2025.04.15,3211.20,3233.58,3210.03,0.73
2025.04.14,3227.97,3245.78,3193.76,1.61
2025.04.11,3176.57,3245.37,3176.05,2.18
2025.04.10,3082.09,3176.33,3071.42,3.40
2025.04.09,2983.04,3099.49,2970.05,4.34
2025.04.08,2982.08,3022.69,2974.75,1.61
2025.04.07,2991.99,3055.48,2956.56,3.31
2025.04.04,3115.33,3136.45,3015.83,3.87
2025.04.03,3134.87,3167.72,3054.24,3.62
2025.04.02,3114.24,3144.30,3105.28,1.25
2025.04.01,3123.26,3148.98,3100.93,1.54
2025.03.31,3087.06,3127.92,3076.67,1.66
2025.03.28,3056.29,3086.76,3053.91,1.07
2025.03.27,3017.70,3059.74,3017.36,1.40
2025.03.26,3019.61,3031.97,3012.26,0.65
2025.03.25,3011.96,3035.94,3007.51,0.94
2025.03.24,3023.07,3033.48,3002.48,1.03
2025.03.21,3044.63,3047.47,2999.37,1.58
2025.03.20,3048.37,3057.58,3025.77,1.04
2025.03.19,3034.06,3051.82,3022.74,0.96
2025.03.18,3001.17,3038.24,2999.41,1.29
2025.03.17,2983.78,3001.68,2982.31,0.65
2025.03.14,2987.99,3004.97,2978.52,0.89
2025.03.13,2934.21,2989.10,2932.92,1.91
2025.03.12,2915.84,2940.53,2906.17,1.18
2025.03.11,2888.45,2922.09,2880.25,1.45
2025.03.10,2911.91,2918.30,2880.31,1.30
2025.03.07,2911.37,2930.54,2896.84,1.16
2025.03.06,2919.52,2926.55,2891.02,1.22
2025.03.05,2918.16,2929.96,2894.39,1.22
2025.03.04,2892.29,2927.81,2881.96,1.59
2025.03.03,2858.11,2895.27,2857.99,1.30
2025.02.28,2877.27,2885.13,2832.70,1.82
2025.02.27,2916.79,2920.85,2867.89,1.82
2025.02.26,2915.14,2930.20,2890.84,1.35
2025.02.25,2952.64,2953.79,2888.22,2.22
2025.02.24,2934.69,2956.29,2921.34,1.19
2025.02.21,2938.44,2949.77,2916.79,1.12
2025.02.20,2933.42,2954.94,2924.21,1.05
2025.02.19,2935.54,2946.94,2918.58,0.97
2025.02.18,2898.58,2936.92,2892.01,1.55
2025.02.17,2883.59,2906.44,2878.66,0.96
2025.02.14,2927.71,2940.06,2876.98,2.15
2025.02.13,2904.06,2929.36,2900.52,0.99
2025.02.12,2897.49,2909.20,2864.22,1.55
2025.02.11,2907.98,2942.71,2881.71,2.10
2025.02.10,2856.80,2911.96,2854.81,2.00
2025.02.07,2855.68,2886.80,2852.52,1.20
2025.02.06,2864.28,2873.37,2834.28,1.36
2025.02.05,2842.31,2882.27,2839.80,1.49
2025.02.04,2814.62,2845.39,2807.36,1.35
2025.02.03,2803.73,2830.77,2772.21,2.09
2025.01.31,2794.86,2817.11,2791.08,0.93
2025.01.30,2759.48,2798.45,2758.24,1.46
2025.01.29,2763.27,2766.20,2744.73,0.78
2025.01.28,2739.98,2764.99,2734.78,1.10
2025.01.27,2769.40,2772.63,2730.59,1.52
2025.01.24,2754.67,2786.02,2753.50,1.18
2025.01.23,2756.12,2758.79,2735.98,0.83
2025.01.22,2745.17,2763.41,2741.87,0.78
2025.01.21,2707.68,2745.95,2702.90,1.59
2025.01.20,2703.09,2713.71,2689.37,0.90
2025.01.17,2714.44,2717.39,2699.30,0.67
2025.01.16,2694.42,2724.76,2689.94,1.29
2025.01.15,2679.08,2697.32,2669.27,1.05
2025.01.14,2663.96,2678.20,2659.97,0.68
2025.01.13,2690.03,2693.44,2656.76,1.36
2025.01.10,2669.71,2697.88,2664.10,1.27
2025.01.09,2661.29,2678.22,2655.56,0.85
2025.01.08,2648.47,2669.98,2645.30,0.93
2025.01.07,2636.14,2664.27,2632.91,1.19
2025.01.06,2641.58,2649.48,2614.79,1.31
2025.01.03,2657.56,2665.36,2636.70,1.08
2025.01.02,2624.59,2660.44,2621.74,1.47
2024.12.31,2605.85,2627.50,2602.64,0.95
2024.12.30,2621.03,2627.99,2596.20,1.21
2024.12.27,2635.64,2638.16,2611.68,1.00
2024.12.26,2617.74,2639.13,2614.78,0.93
2024.12.24,2613.09,2621.51,2610.18,0.43
2024.12.23,2620.78,2633.41,2608.16,0.96
2024.12.20,2594.69,2632.06,2589.62,1.64
2024.12.19,2585.54,2626.40,2582.92,1.68
2024.12.18,2646.37,2651.69,2583.62,2.57
2024.12.17,2652.60,2658.65,2633.12,0.96
2024.12.16,2650.70,2664.42,2643.53,0.79
2024.12.13,2680.94,2692.69,2646.16,1.74
2024.12.12,2717.49,2726.16,2675.16,1.88
2024.12.11,2693.98,2721.18,2675.70,1.69
2024.12.10,2661.07,2695.59,2657.96,1.41
2024.12.09,2644.00,2676.51,2627.55,1.85
2024.12.06,2631.79,2645.63,2613.42,1.22
2024.12.05,2649.56,2655.54,2623.60,1.21
2024.12.04,2642.74,2657.21,2632.46,0.94
2024.12.03,2639.23,2655.66,2634.12,0.82
2024.12.02,2652.03,2652.69,2621.94,1.16
2024.11.29,2637.77,2666.26,2634.05,1.22
2024.11.28,2637.99,2649.73,2620.95,1.09
2024.11.27,2632.60,2658.25,2627.07,1.18
2024.11.26,2625.40,2641.96,2605.28,1.40
2024.11.25,2692.25,2721.38,2615.65,3.93
2024.11.22,2669.46,2715.50,2668.16,1.77
2024.11.21,2649.92,2673.54,2648.91,0.93
2024.11.20,2632.15,2655.45,2618.82,1.39
2024.11.19,2611.74,2639.47,2610.47,1.11
2024.11.18,2564.86,2615.12,2564.79,1.96
2024.11.15,2565.20,2576.02,2554.50,0.84
2024.11.14,2572.57,2581.45,2536.85,1.73
2024.11.13,2598.59,2618.81,2572.65,1.78
2024.11.12,2619.40,2627.12,2589.69,1.43
2024.11.11,2682.47,2686.19,2610.71,2.81
2024.11.08,2704.92,2710.42,2680.34,1.11
2024.11.07,2659.73,2710.26,2643.44,2.51
2024.11.06,2742.69,2749.73,2652.41,3.55
2024.11.05,2736.87,2749.97,2724.76,0.92
2024.11.04,2740.29,2748.22,2730.55,0.64
2024.11.01,2743.86,2762.22,2733.26,1.06
2024.10.31,2787.54,2790.10,2731.59,2.10
2024.10.30,2773.94,2790.01,2770.94,0.69
2024.10.29,2741.95,2774.80,2739.93,1.27
2024.10.28,2735.38,2745.98,2724.75,0.78
2024.10.25,2735.58,2747.75,2717.08,1.12
2024.10.24,2716.33,2743.26,2715.09,1.04
2024.10.23,2748.25,2758.45,2708.79,1.81
2024.10.22,2719.11,2748.90,2718.93,1.10
2024.10.21,2719.79,2740.58,2714.24,0.97
2024.10.18,2692.69,2722.54,2692.23,1.13
2024.10.17,2674.21,2696.76,2673.21,0.88
2024.10.16,2662.16,2685.34,2658.75,1.00
2024.10.15,2648.09,2668.93,2638.14,1.16
2024.10.14,2655.76,2666.82,2643.20,0.89
2024.10.11,2629.77,2661.45,2628.18,1.27
2024.10.10,2607.20,2631.51,2604.49,1.04
2024.10.09,2621.54,2624.31,2605.21,0.73
2024.10.08,2642.72,2653.09,2604.81,1.83
2024.10.07,2650.21,2659.66,2637.81,0.82
2024.10.04,2656.48,2670.20,2632.05,1.44
2024.10.03,2658.51,2662.94,2638.01,0.94
2024.10.02,2662.74,2663.40,2641.18,0.83
2024.10.01,2633.64,2673.11,2632.13,1.56
2024.09.30,2658.88,2666.04,2624.74,1.55
2024.09.27,2672.12,2674.34,2643.18,1.17
2024.09.26,2657.01,2685.58,2654.84,1.16
2024.09.25,2657.77,2670.52,2649.83,0.78
2024.09.24,2628.35,2664.39,2622.68,1.59
2024.09.23,2620.31,2634.89,2613.92,0.80
2024.09.20,2586.72,2625.79,2584.82,1.58
2024.09.19,2558.47,2594.89,2551.16,1.71
2024.09.18,2569.56,2600.16,2546.86,2.07
2024.09.17,2582.09,2586.95,2560.82,1.01
2024.09.16,2579.73,2589.68,2575.29,0.56
2024.09.13,2558.36,2586.08,2556.81,1.14
2024.09.12,2511.97,2560.12,2511.04,1.95
2024.09.11,2516.34,2529.06,2500.97,1.12
2024.09.10,2506.60,2518.47,2500.16,0.73
2024.09.09,2497.04,2507.18,2485.57,0.87
2024.09.06,2516.76,2529.22,2485.16,1.75
2024.09.05,2495.31,2523.47,2493.86,1.19
2024.09.04,2492.98,2500.27,2471.93,1.14
2024.09.03,2499.60,2506.31,2473.47,1.31
2024.09.02,2502.34,2507.32,2490.06,0.69
2024.08.30,2521.23,2526.91,2494.17,1.30
2024.08.29,2504.52,2528.72,2503.69,1.00
2024.08.28,2524.75,2529.04,2493.66,1.40
2024.08.27,2518.01,2525.99,2503.58,0.89
2024.08.26,2512.12,2526.94,2508.76,0.72
2024.08.23,2484.78,2518.37,2484.46,1.36
2024.08.22,2511.92,2514.68,2470.87,1.74
2024.08.21,2513.69,2519.98,2494.03,1.03
2024.08.20,2503.74,2531.72,2497.36,1.37
2024.08.19,2508.64,2510.06,2485.67,0.97
2024.08.16,2456.09,2509.76,2450.82,2.40
2024.08.15,2447.70,2470.09,2432.23,1.55
2024.08.14,2465.99,2480.02,2438.13,1.70
2024.08.13,2470.94,2476.97,2458.51,0.75
2024.08.12,2428.85,2473.16,2423.88,2.03
2024.08.09,2426.95,2437.07,2416.93,0.83
2024.08.08,2381.16,2427.64,2380.96,1.96
2024.08.07,2391.69,2407.06,2379.07,1.17
2024.08.06,2410.69,2418.36,2381.78,1.52
2024.08.05,2444.47,2458.78,2364.35,3.86
2024.08.02,2445.73,2477.72,2410.87,2.73
2024.08.01,2448.91,2462.31,2430.27,1.31
2024.07.31,2410.83,2451.01,2403.92,1.95
2024.07.30,2383.00,2412.89,2376.51,1.53
2024.07.29,2388.00,2403.16,2369.68,1.40
2024.07.26,2363.75,2390.81,2355.85,1.48
2024.07.25,2396.52,2401.24,2353.14,2.01
2024.07.24,2408.76,2432.02,2396.72,1.47
2024.07.23,2396.94,2412.06,2388.30,0.99
2024.07.22,2401.10,2412.17,2383.92,1.18
2024.07.19,2445.33,2445.67,2393.86,2.12
2024.07.18,2459.13,2474.94,2440.38,1.41
2024.07.17,2468.66,2483.69,2451.58,1.30
2024.07.16,2422.34,2469.71,2420.02,2.05
2024.07.15,2413.45,2439.78,2401.37,1.59
2024.07.12,2415.29,2418.30,2391.45,1.11
2024.07.11,2371.38,2424.58,2371.22,2.25
2024.07.10,2364.09,2386.68,2363.04,1.00
2024.07.09,2359.73,2371.56,2349.49,0.94
2024.07.08,2387.16,2391.12,2351.07,1.68
2024.07.05,2357.21,2392.96,2352.63,1.71
2024.07.04,2355.72,2362.55,2350.52,0.51
2024.07.03,2329.92,2364.98,2326.96,1.63
2024.07.02,2332.50,2336.81,2319.07,0.76
2024.07.01,2327.21,2338.54,2318.56,0.86
2024.06.28,2328.03,2339.76,2319.09,0.89
2024.06.27,2298.47,2330.95,2296.56,1.50
2024.06.26,2318.98,2324.09,2293.66,1.31
2024.06.25,2334.60,2337.13,2315.56,0.92
2024.06.24,2321.68,2334.71,2317.71,0.73
2024.06.21,2360.66,2368.77,2316.78,2.20
2024.06.20,2329.36,2365.54,2327.75,1.62
2024.06.19,2329.30,2335.01,2323.78,0.48
2024.06.18,2319.05,2333.17,2306.62,1.14
2024.06.17,2332.07,2332.87,2310.05,0.98
2024.06.14,2303.73,2336.68,2301.56,1.52
2024.06.13,2324.92,2326.72,2295.55,1.34
2024.06.12,2316.92,2341.66,2310.70,1.34
2024.06.11,2312.42,2319.97,2297.77,0.96
2024.06.10,2293.16,2313.80,2287.79,1.13
2024.06.07,2376.46,2387.72,2286.82,4.25
2024.06.06,2356.53,2378.52,2353.50,1.06
2024.06.05,2327.26,2357.44,2325.91,1.35
2024.06.04,2352.12,2352.86,2315.66,1.58
2024.06.03,2328.34,2354.77,2314.79,1.72
2024.05.31,2344.10,2359.72,2320.64,1.67
2024.05.30,2337.50,2351.87,2322.65,1.25
2024.05.29,2360.99,2362.66,2334.54,1.19
2024.05.28,2351.47,2364.07,2340.33,1.01
2024.05.27,2337.73,2358.56,2332.32,1.12
2024.05.24,2329.27,2347.42,2325.43,0.94
2024.05.23,2379.68,2383.74,2327.03,2.38
2024.05.22,2421.49,2426.54,2374.98,2.13
2024.05.21,2426.77,2433.96,2406.27,1.14
2024.05.20,2418.91,2450.06,2407.39,1.76
2024.05.17,2376.82,2422.75,2374.03,2.05
2024.05.16,2386.25,2397.40,2371.01,1.11
2024.05.15,2357.75,2390.26,2351.87,1.63
2024.05.14,2335.90,2359.72,2334.87,1.06
2024.05.13,2361.90,2364.53,2332.17,1.37
2024.05.10,2346.10,2378.48,2345.27,1.42
2024.05.09,2308.82,2347.27,2306.66,1.76
2024.05.08,2313.69,2321.48,2303.73,0.77
2024.05.07,2324.12,2329.99,2310.03,0.86
2024.05.06,2304.22,2332.04,2291.85,1.74
2024.05.03,2304.07,2320.61,2277.34,1.88
2024.05.02,2321.07,2326.50,2285.51,1.77
2024.05.01,2286.72,2328.34,2281.73,2.04
2024.04.30,2335.30,2336.37,2285.17,2.19
2024.04.29,2337.30,2346.77,2319.91,1.15
2024.04.26,2332.55,2352.61,2326.37,1.12
2024.04.25,2316.29,2344.89,2305.10,1.72
2024.04.24,2322.20,2337.34,2311.84,1.10
2024.04.23,2327.65,2334.48,2291.51,1.85
2024.04.22,2388.34,2388.80,2324.57,2.69
2024.04.19,2378.66,2417.94,2372.89,1.89
2024.04.18,2361.71,2392.89,2361.71,1.32
2024.04.17,2382.51,2395.62,2354.68,1.72
2024.04.16,2382.32,2398.35,2363.07,1.48
2024.04.15,2357.88,2387.66,2324.39,2.68
2024.04.12,2371.08,2431.52,2333.84,4.12
2024.04.11,2333.54,2377.71,2325.77,2.23
2024.04.10,2352.72,2360.14,2319.38,1.73
2024.04.09,2338.43,2365.34,2336.97,1.21
2024.04.08,2322.22,2354.03,2302.98,2.20
2024.04.05,2290.95,2330.52,2267.79,2.74
2024.04.04,2299.42,2305.66,2280.06,1.11
2024.04.03,2280.66,2301.14,2265.47,1.56
2024.04.02,2250.72,2281.06,2246.77,1.52
2024.04.01,2244.16,2265.71,2228.54,1.66
2024.03.28,2192.32,2236.24,2187.41,2.23
2024.03.27,2177.98,2197.64,2173.49,1.11
2024.03.26,2171.60,2200.13,2167.67,1.49
2024.03.25,2165.71,2181.32,2163.62,0.82
2024.03.22,2181.49,2186.13,2157.16,1.33
2024.03.21,2186.96,2223.08,2166.47,2.59
2024.03.20,2157.69,2188.84,2149.63,1.82
2024.03.19,2160.09,2162.86,2147.19,0.73
2024.03.18,2152.55,2163.64,2146.16,0.81
2024.03.15,2162.35,2172.73,2155.21,0.81
2024.03.14,2174.54,2177.00,2152.80,1.11
2024.03.13,2158.00,2179.91,2155.82,1.12
2024.03.12,2181.98,2184.79,2150.66,1.56
2024.03.11,2179.87,2189.01,2174.88,0.65
2024.03.08,2159.18,2195.19,2154.02,1.91
2024.03.07,2148.97,2164.72,2144.22,0.95
2024.03.06,2128.01,2152.23,2123.73,1.34
2024.03.05,2114.54,2141.82,2110.51,1.48
2024.03.04,2082.17,2119.92,2079.51,1.94
2024.03.01,2043.94,2088.35,2039.10,2.41
2024.02.29,2034.57,2050.74,2028.11,1.11
2024.02.28,2030.69,2037.90,2024.49,0.66
2024.02.27,2031.45,2039.48,2028.81,0.53
2024.02.26,2033.29,2037.04,2025.10,0.59
2024.02.23,2024.36,2041.34,2016.08,1.25
2024.02.22,2025.48,2034.81,2019.66,0.75
2024.02.21,2024.11,2032.26,2020.07,0.60
2024.02.20,2017.65,2030.91,2015.05,0.79
2024.02.19,2014.71,2022.98,2011.31,0.58
2024.02.16,2004.36,2015.20,1995.11,1.00
2024.02.15,1992.35,2008.28,1990.30,0.90
2024.02.14,1993.19,1996.13,1984.26,0.60
2024.02.13,2019.72,2031.84,1990.19,2.06
2024.02.12,2024.06,2027.55,2011.90,0.77
2024.02.09,2034.32,2037.25,2020.32,0.83
2024.02.08,2035.60,2038.72,2020.20,0.91
2024.02.07,2035.96,2044.60,2030.63,0.69
2024.02.06,2024.76,2038.90,2022.92,0.79
2024.02.05,2039.43,2042.29,2014.92,1.34
2024.02.02,2054.74,2057.63,2027.87,1.45
2024.02.01,2038.90,2065.41,2030.08,1.73
2024.01.31,2036.95,2056.02,2030.89,1.23
2024.01.30,2032.89,2048.62,2029.09,0.96
2024.01.29,2024.65,2037.58,2019.33,0.90
2024.01.26,2020.38,2026.65,2015.96,0.53
2024.01.25,2014.98,2025.30,2009.69,0.77
2024.01.24,2029.10,2036.66,2011.22,1.25
2024.01.23,2022.03,2037.82,2019.65,0.90
2024.01.22,2029.62,2032.16,2016.89,0.75
2024.01.19,2024.69,2039.20,2020.44,0.93
2024.01.18,2006.08,2023.27,2005.85,0.87
2024.01.17,2028.17,2032.96,2001.91,1.53
2024.01.16,2054.64,2055.62,2024.28,1.53
2024.01.15,2047.90,2058.63,2045.80,0.63
2024.01.12,2029.38,2062.24,2028.73,1.65
2024.01.11,2024.05,2042.43,2013.36,1.44
2024.01.10,2030.45,2040.09,2020.47,0.97
2024.01.09,2028.20,2041.94,2026.14,0.78
2024.01.08,2044.37,2046.64,2016.84,1.46
2024.01.05,2043.81,2063.98,2024.48,1.93
2024.01.04,2041.94,2050.98,2036.31,0.72
2024.01.03,2059.15,2065.94,2030.60,1.72
2024.01.02,2062.89,2078.88,2056.04,1.11
2023.12.29,2066.52,2074.74,2058.25,0.80
2023.12.28,2077.22,2088.48,2064.64,1.15
2023.12.27,2068.28,2084.48,2061.51,1.11
2023.12.26,2053.18,2069.01,2053.01,0.78
2023.12.22,2048.40,2070.65,2046.86,1.16
2023.12.21,2032.10,2046.01,2031.57,0.71
2023.12.20,2040.00,2043.48,2027.46,0.79
2023.12.19,2027.46,2047.00,2021.71,1.25
2023.12.18,2019.74,2033.64,2016.01,0.87
2023.12.15,2036.37,2044.93,2015.59,1.44
2023.12.14,2027.67,2047.91,2024.35,1.16
2023.12.13,1979.82,2027.50,1973.02,2.75
2023.12.12,1982.08,1996.73,1977.23,0.98
2023.12.11,2004.05,2007.83,1975.92,1.59
2023.12.08,2028.54,2034.00,1994.67,1.94
2023.12.07,2026.06,2039.92,2020.15,0.98
2023.12.06,2019.36,2035.88,2017.24,0.92
2023.12.05,2029.96,2041.24,2009.92,1.54
2023.12.04,2072.77,2143.85,2020.15,5.97
2023.12.01,2036.90,2075.36,2033.89,2.04
2023.11.30,2044.45,2047.20,2031.13,0.79
2023.11.29,2041.32,2051.99,2035.41,0.81
2023.11.28,2013.92,2043.04,2011.70,1.56
2023.11.27,2002.40,2018.19,2000.64,0.88
2023.11.24,1993.05,2003.67,1991.45,0.61
2023.11.23,1989.36,1998.51,1989.12,0.47
2023.11.22,1998.70,2006.24,1986.91,0.97
2023.11.21,1977.96,2007.57,1977.80,1.51
2023.11.20,1978.08,1985.25,1965.42,1.00
2023.11.17,1980.91,1993.42,1978.64,0.75
2023.11.16,1960.17,1987.96,1956.52,1.60
2023.11.15,1962.80,1975.10,1955.44,1.00
2023.11.14,1946.05,1970.89,1943.81,1.39
2023.11.13,1938.46,1949.20,1931.72,0.90
2023.11.10,1958.72,1960.82,1933.04,1.42
2023.11.09,1949.80,1965.58,1944.64,1.07
2023.11.08,1968.76,1971.06,1947.44,1.20
2023.11.07,1977.83,1978.36,1956.68,1.10
